symbol,observed_session,resolution,event_type,canonical_price_factor,canonical_status,applied_as_canonical_event,observed_price_ratio,residual_discontinuity_after_factor,filing_form,filing_date,filing_items,source,ratio_text,issuer,cik,evidence_status,filing_candidates,cohorts_touched,roles,note
LXP,2025-11-11,NO_ACTION_FILING_FOUND,,5,PRIMARY_VERIFIED,True,5.264768,,,,,,,LXP Industrial Trust,910108,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-11-12;2025-11-19;2025-11-26,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MAAS,2026-06-26,NO_ACTION_FILING_FOUND,,,,False,0.738426,,,,,,,Maase Inc.,1750264,FILING_EVIDENCE_FOUND,0,2026-06-24,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MAGN,2025-11-20,NO_ACTION_FILING_FOUND,,,,False,1.38191,,,,,,,Magnera Corp,41719,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-11-26;2025-12-03,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MAN,2026-07-16,NO_ACTION_FILING_FOUND,,,,False,1.200719,,,,,,,ManpowerGroup Inc.,871763,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-07-22;2026-07-29;2026-08-05,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MATV,2026-08-06,NO_ACTION_FILING_FOUND,,,,False,1.223382,,,,,,,"Mativ Holdings, Inc.",1000623,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-08-12,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MAZE,2025-09-11,NO_ACTION_FILING_FOUND,,,,False,1.315461,,,,,,,"Maze Therapeutics, Inc.",1842295,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-09-24;2025-10-01,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MBX,2025-09-22,NO_ACTION_FILING_FOUND,,,,False,2.244489,,,,,,,"MBX Biosciences, Inc.",1776111,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-01,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MBX,2026-06-11,NO_ACTION_FILING_FOUND,,,,False,1.201935,,,,,,,"MBX Biosciences, Inc.",1776111,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-06-17;2026-06-24;2026-07-01,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MCRB,2025-11-17,NO_ACTION_FILING_FOUND,,,,False,1.284138,,,,,,,"Seres Therapeutics, Inc.",1609809,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-11-19,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MCRB,2025-11-20,NO_ACTION_FILING_FOUND,,,,False,0.768425,,,,,,,"Seres Therapeutics, Inc.",1609809,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-11-19,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MCRB,2025-11-21,NO_ACTION_FILING_FOUND,,,,False,0.799545,,,,,,,"Seres Therapeutics, Inc.",1609809,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-11-19,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MEI,2026-06-18,NO_ACTION_FILING_FOUND,,,,False,1.215398,,,,,,,METHODE ELECTRONICS INC,65270,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-07-01,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MEI,2026-06-25,NO_ACTION_FILING_FOUND,,,,False,1.378151,,,,,,,METHODE ELECTRONICS INC,65270,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-07-01,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MFH,2025-09-10,NO_ACTION_FILING_FOUND,,,,False,1.205318,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-10-01,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MFH,2025-09-26,NO_ACTION_FILING_FOUND,,,,False,1.228041,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-10-01;2025-10-08,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MFH,2025-09-30,NO_ACTION_FILING_FOUND,,,,False,1.255314,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-10-01;2025-10-08,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MFH,2025-10-01,NO_ACTION_FILING_FOUND,,,,False,0.761526,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-10-01;2025-10-08,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MFH,2025-10-03,NO_ACTION_FILING_FOUND,,,,False,1.357391,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-10-08,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MFH,2025-10-06,NO_ACTION_FILING_FOUND,,,,False,1.218814,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-10-08,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MFH,2025-10-10,NO_ACTION_FILING_FOUND,,,,False,0.733302,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-10-08,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MFH,2025-10-13,NO_ACTION_FILING_FOUND,,,,False,0.781175,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-10-08,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MFH,2025-10-15,NO_ACTION_FILING_FOUND,,,,False,0.731737,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-10-08,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MFH,2025-10-16,NO_ACTION_FILING_FOUND,,,,False,0.818887,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-10-08,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MFH,2025-10-22,NO_ACTION_FILING_FOUND,,,,False,0.783133,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-10-08,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MH,2025-11-12,NO_ACTION_FILING_FOUND,,,,False,1.236172,,,,,,,"McGraw Hill, Inc.",1951070,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-11-19;2025-11-26,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MLTX,2026-01-08,NO_ACTION_FILING_FOUND,,,,False,1.432743,,,,,,,MoonLake Immunotherapeutics,1821586,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-01-28,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MLTX,2026-01-09,NO_ACTION_FILING_FOUND,,,,False,1.28876,,,,,,,MoonLake Immunotherapeutics,1821586,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-01-28,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MLYS,2025-09-02,NO_ACTION_FILING_FOUND,,,,False,1.462532,,,,,,,"Mineralys Therapeutics, Inc.",1933414,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-09-03;2025-09-10;2025-09-17,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MNTS,2026-05-08,NO_ACTION_FILING_FOUND,,,,False,1.247727,,,,,,,Momentus Inc.,1781162,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-27,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MNTS,2026-05-21,NO_ACTION_FILING_FOUND,,,,False,1.222222,,,,,,,Momentus Inc.,1781162,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-27;2026-06-03;2026-06-10,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MNTS,2026-05-26,NO_ACTION_FILING_FOUND,,,,False,1.753721,,,,,,,Momentus Inc.,1781162,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-27;2026-06-03;2026-06-10,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MNTS,2026-05-27,NO_ACTION_FILING_FOUND,,,,False,1.255972,,,,,,,Momentus Inc.,1781162,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-27;2026-06-03;2026-06-10,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MNTS,2026-06-04,NO_ACTION_FILING_FOUND,,,,False,1.217504,,,,,,,Momentus Inc.,1781162,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-27;2026-06-03;2026-06-10,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MNTS,2026-06-08,NO_ACTION_FILING_FOUND,,,,False,0.817604,,,,,,,Momentus Inc.,1781162,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-27;2026-06-03;2026-06-10,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MNTS,2026-06-11,NO_ACTION_FILING_FOUND,,,,False,1.429763,,,,,,,Momentus Inc.,1781162,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-27;2026-06-03;2026-06-10,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MNTS,2026-06-12,NO_ACTION_FILING_FOUND,,,,False,0.733804,,,,,,,Momentus Inc.,1781162,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-06-03;2026-06-10,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MOVE,2025-11-10,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,2.795455,,,,,https://www.sec.gov/Archives/edgar/data/1734750/000121390025124005/ea0270216-8k425_movano.htm,,"Corvex, Inc.",1734750,FILING_EVIDENCE_FOUND,10,2025-11-12,ranking_window_shortlist,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
MOVE,2026-01-23,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,2.889527,,,,,https://www.sec.gov/Archives/edgar/data/1734750/000121390025124005/ea0270216-8k425_movano.htm,,"Corvex, Inc.",1734750,FILING_EVIDENCE_FOUND,10,2026-01-28,ranking_window_shortlist,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
MQ,2026-07-01,PRIMARY_VERIFIED_ACTION,reverse_split,4.0,PRIMARY_VERIFIED,True,4.007389,1.0018,8-K,2026-06-11,"5.07,8.01",https://www.sec.gov/Archives/edgar/data/1522540/000152254026000043/mq-20260610.htm,1-for-4,"Marqeta, Inc.",1522540,FILING_EVIDENCE_FOUND,12,2026-07-08;2026-07-15;2026-07-22,ranking_window_shortlist;recorded_selection_window,
MRAM,2026-02-03,NO_ACTION_FILING_FOUND,,,,False,0.831188,,,,,,,EVERSPIN TECHNOLOGIES INC.,1438423,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-01-21,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MRAM,2026-04-30,NO_ACTION_FILING_FOUND,,,,False,1.367146,,,,,,,EVERSPIN TECHNOLOGIES INC.,1438423,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-06;2026-05-13;2026-05-20,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MRAM,2026-05-08,NO_ACTION_FILING_FOUND,,,,False,1.25058,,,,,,,EVERSPIN TECHNOLOGIES INC.,1438423,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-06;2026-05-13;2026-05-20,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MRAM,2026-05-11,NO_ACTION_FILING_FOUND,,,,False,1.339592,,,,,,,EVERSPIN TECHNOLOGIES INC.,1438423,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-06;2026-05-13;2026-05-20,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MRAM,2026-06-05,NO_ACTION_FILING_FOUND,,,,False,0.831749,,,,,,,EVERSPIN TECHNOLOGIES INC.,1438423,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-20,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MRLN,2026-04-08,NO_ACTION_FILING_FOUND,,,,False,1.25873,,,,,,,"Merlin, Inc.",2028707,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-04-22,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MRLN,2026-04-09,NO_ACTION_FILING_FOUND,,,,False,1.254729,,,,,,,"Merlin, Inc.",2028707,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-04-22,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MRLN,2026-04-15,NO_ACTION_FILING_FOUND,,,,False,1.318641,,,,,,,"Merlin, Inc.",2028707,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-04-22,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MRNA,2026-08-19,NO_ACTION_FILING_FOUND,,,,False,1.842465,,,,,,,"Moderna, Inc.",1682852,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-08-19,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MTSR,2025-10-30,NO_ACTION_FILING_FOUND,,,,False,1.203949,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-11-05,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MTSR,2025-11-04,NO_ACTION_FILING_FOUND,,,,False,1.205812,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-11-05,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MXL,2026-04-20,NO_ACTION_FILING_FOUND,,,,False,1.207612,,,,,,,"MAXLINEAR, INC",1288469,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-04-22;2026-04-29,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MXL,2026-04-24,NO_ACTION_FILING_FOUND,,,,False,1.57251,,,,,,,"MAXLINEAR, INC",1288469,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-04-22;2026-04-29,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MXL,2026-04-29,NO_ACTION_FILING_FOUND,,,,False,1.297713,,,,,,,"MAXLINEAR, INC",1288469,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-04-22;2026-04-29,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
MXL,2026-05-08,NO_ACTION_FILING_FOUND,,,,False,1.212092,,,,,,,"MAXLINEAR, INC",1288469,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-04-29,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NAVN,2026-03-26,NO_ACTION_FILING_FOUND,,,,False,1.229258,,,,,,,"Navan, Inc.",1639723,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-04-01;2026-04-08;2026-04-15,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NBY,2025-12-30,NO_ACTION_FILING_FOUND,,,,False,1.274691,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2026-01-14,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NBY,2026-01-07,NO_ACTION_FILING_FOUND,,,,False,1.444444,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2026-01-14,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NBY,2026-01-09,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,2.02537,,,,,https://www.sec.gov/Archives/edgar/data/1389545/000143774925033852/nby20250930_10q.htm,,Stablecoin Development Corp,1389545,FILING_EVIDENCE_FOUND,76,2026-01-14,ranking_window_shortlist;recorded_selection_window,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
NBY,2026-01-12,NO_ACTION_FILING_FOUND,,,,False,0.701983,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2026-01-14,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NBY,2026-01-20,NO_ACTION_FILING_FOUND,,,,False,0.747111,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2026-01-14,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NBY,2026-01-26,NO_ACTION_FILING_FOUND,,,,False,0.665955,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2026-01-14,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NBY,2026-01-27,NO_ACTION_FILING_FOUND,,,,False,0.730769,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2026-01-14,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NCI,2026-02-18,NO_ACTION_FILING_FOUND,,,,False,0.814153,,,,,,,Neo-Concept International Group Holdings Ltd,1916331,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-03-11,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NCI,2026-02-20,NO_ACTION_FILING_FOUND,,,,False,1.35696,,,,,,,Neo-Concept International Group Holdings Ltd,1916331,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-03-11,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NCI,2026-03-03,NO_ACTION_FILING_FOUND,,,,False,1.390438,,,,,,,Neo-Concept International Group Holdings Ltd,1916331,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-03-11,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NCI,2026-03-05,NO_ACTION_FILING_FOUND,,,,False,1.377484,,,,,,,Neo-Concept International Group Holdings Ltd,1916331,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-03-11,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NCI,2026-03-13,NO_ACTION_FILING_FOUND,,,,False,0.706973,,,,,,,Neo-Concept International Group Holdings Ltd,1916331,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-03-11,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NCI,2026-03-16,NO_ACTION_FILING_FOUND,,,,False,0.780275,,,,,,,Neo-Concept International Group Holdings Ltd,1916331,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-03-11,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NCI,2026-03-17,NO_ACTION_FILING_FOUND,,,,False,0.824,,,,,,,Neo-Concept International Group Holdings Ltd,1916331,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-03-11,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NCI,2026-05-19,NO_ACTION_FILING_FOUND,,8.0,PRIMARY_VERIFIED,True,7.81,,,,,,,Neo-Concept International Group Holdings Ltd,1916331,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-06-03,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NEGG,2025-10-24,NO_ACTION_FILING_FOUND,,,,False,1.410675,,,,,,,"Newegg Commerce, Inc.",1474627,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-29;2025-11-05,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NIQ,2026-08-11,NO_ACTION_FILING_FOUND,,,,False,1.419092,,,,,,,NIQ Global Intelligence plc,2054696,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-08-12;2026-08-26,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NKTR,2025-09-04,NO_ACTION_FILING_FOUND,,,,False,1.258494,,,,,,,NEKTAR THERAPEUTICS,906709,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-09-10;2025-09-17;2025-09-24,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NKTR,2026-02-10,NO_ACTION_FILING_FOUND,,,,False,1.27398,,,,,,,NEKTAR THERAPEUTICS,906709,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-02-11;2026-02-18;2026-02-25,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NPT,2026-03-03,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,1.257951,,,,,https://www.sec.gov/Archives/edgar/data/2014337/000121390026062185/ea0292462-6k_texxon.htm,,Texxon Holding Ltd,2014337,FILING_EVIDENCE_FOUND,6,2026-03-04,ranking_window_shortlist,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
NPT,2026-03-04,FILING_EVIDENCE_DOES_NOT_EXPLAIN_MOVE,,,,False,1.44929,,,,,https://www.sec.gov/Archives/edgar/data/2014337/000121390026062185/ea0292462-6k_texxon.htm,,Texxon Holding Ltd,2014337,FILING_EVIDENCE_FOUND,6,2026-03-04,ranking_window_shortlist,"issuer filings in the window mention a split, but no stated ratio both matches this session's date and flattens the observed unit change"
NTLA,2025-09-18,NO_ACTION_FILING_FOUND,,,,False,1.298147,,,,,,,"Intellia Therapeutics, Inc.",1652130,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-01;2025-10-08,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NUKK,2025-10-01,NO_ACTION_FILING_FOUND,,,,False,1.204286,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-10-15,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NUKK,2025-10-13,NO_ACTION_FILING_FOUND,,,,False,1.321159,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-10-15,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NUKK,2025-10-17,NO_ACTION_FILING_FOUND,,,,False,0.824448,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-10-15,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NUKK,2025-10-21,NO_ACTION_FILING_FOUND,,,,False,0.812973,,,,,,,,,UNRESOLVED_NO_CIK_FOR_TICKER,0,2025-10-15,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NVA,2025-10-01,NO_ACTION_FILING_FOUND,,,,False,1.286287,,,,,,,Nova Minerals Corp,1852551,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-15;2025-10-22,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NVA,2025-10-10,NO_ACTION_FILING_FOUND,,,,False,1.2181,,,,,,,Nova Minerals Corp,1852551,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-15;2025-10-22,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NVA,2025-10-13,NO_ACTION_FILING_FOUND,,,,False,1.264487,,,,,,,Nova Minerals Corp,1852551,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-15;2025-10-22,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NVA,2025-10-14,NO_ACTION_FILING_FOUND,,,,False,1.681257,,,,,,,Nova Minerals Corp,1852551,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-15;2025-10-22,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NVA,2025-10-15,NO_ACTION_FILING_FOUND,,,,False,0.75623,,,,,,,Nova Minerals Corp,1852551,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-15;2025-10-22,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NVA,2025-10-20,NO_ACTION_FILING_FOUND,,,,False,0.827799,,,,,,,Nova Minerals Corp,1852551,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-15;2025-10-22,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NVA,2025-10-21,NO_ACTION_FILING_FOUND,,,,False,0.720361,,,,,,,Nova Minerals Corp,1852551,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-15;2025-10-22,ranking_window_shortlist;recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NVA,2025-10-29,NO_ACTION_FILING_FOUND,,0.2,PRIMARY_VERIFIED,True,0.207917,,,,,,,Nova Minerals Corp,1852551,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-15;2025-10-22,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NVA,2025-10-31,NO_ACTION_FILING_FOUND,,,,False,1.220548,,,,,,,Nova Minerals Corp,1852551,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-22,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NVA,2025-11-03,NO_ACTION_FILING_FOUND,,,,False,0.771044,,,,,,,Nova Minerals Corp,1852551,UNRESOLVED_NO_FILING_EVIDENCE,0,2025-10-22,recorded_selection_window,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
NVCR,2026-04-30,NO_ACTION_FILING_FOUND,,,,False,1.273032,,,,,,,NovoCure Ltd,1645113,UNRESOLVED_NO_FILING_EVIDENCE,0,2026-05-20,ranking_window_shortlist,no issuer filing in the surrounding window states a split ratio; treated as a price move unless later evidence appears
